,hypothesis,explanation,paper_id,title,model_name,temperature,prompt_id,prompt_tokens
108,"Men's labour market position matters irrespectively of the institutional context, but women's labour market position matters at younger ages only and in particular welfare regimes.","The authors hypothesize that men's employment status will be important for fertility decisions regardless of the institutional context, while women's employment status will be important only at younger ages and in certain welfare regimes.",8SUQ58L4,Economic Uncertainty And First-Birth Intentions In Europe,llama3.3:70b,0.0,prompt-9,14866
109,"Perceived income security is less important at higher ages for either gender and for women below age 30, especially in the aftermath of the crisis.","The authors hypothesize that perceived income security will be less important for fertility decisions at older ages and for younger women, particularly after the economic crisis.",8SUQ58L4,Economic Uncertainty And First-Birth Intentions In Europe,llama3.3:70b,0.0,prompt-9,14866
110,We hypothesise that economic instability leads to delayed family formation.,"The authors are testing the relationship between economic stability and family formation, with a focus on delayed childbearing.",8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,llama3.3:70b,0.0,prompt-9,16097
111,Our hypothesis is that there is a positive relationship between economic stability and the likelihood of having children.,"The authors are examining the impact of economic stability on fertility decisions, specifically the likelihood of having children.",8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,llama3.3:70b,0.0,prompt-9,16097
112,In this work we test whether social infertility is more prevalent in urban areas than rural areas.,The authors are investigating the relationship between geographic location (urban vs. rural) and social infertility.,8VY8WNRF,What Are The Determinants Of **Delayed** Childbearing And Permanent Childlessness In The United **States?**,llama3.3:70b,0.0,prompt-9,16097
113,We hypothesise that economic instability leads to delayed family formation.,The authors explicitly state this hypothesis as part of their introduction to the topic of fertility history and later life health.,9DCBELJ2,Fertility History And Physical And Mental Health Changes In European Older Adults,llama3.3:70b,0.0,prompt-9,16156
114,Our hypothesis is that there is a positive relationship between economic stability and the likelihood of having children.,"Although not directly stated in the provided text, this hypothesis can be inferred as part of the background context on the relationship between economic factors and fertility decisions.",9DCBELJ2,Fertility History And Physical And Mental Health Changes In European Older Adults,llama3.3:70b,0.0,prompt-9,16156
115,"We expect to see that younger first-time parents (especially mothers) have worse outcomes on all indicators, including depression.",The authors explicitly state this expectation based on previous research and as part of their analysis plan.,9DCBELJ2,Fertility History And Physical And Mental Health Changes In European Older Adults,llama3.3:70b,0.0,prompt-9,16156
116,"Childless individuals, we hypothesise, will be more likely to have chronic diseases, especially those related to health behaviours, such as cancer and cardiovascular diseases, because they have not been subject to the social control influences of parenthood and are less likely to have been continuously partnered.",The authors explicitly state this hypothesis as part of their discussion on the potential health outcomes for childless individuals compared to parents.,9DCBELJ2,Fertility History And Physical And Mental Health Changes In European Older Adults,llama3.3:70b,0.0,prompt-9,16156
117,"Higher parity mothers are more likely to have higher incidence of metabolic system diseases (related perhaps to weight gain), and to experience functional limitations and declines in muscular strength, reflecting the greater stress of repeated childbearing.",The authors propose this hypothesis based on previous research and biological explanations for the effects of high parity on women's health.,9DCBELJ2,Fertility History And Physical And Mental Health Changes In European Older Adults,llama3.3:70b,0.0,prompt-9,16156
118,"Based on previous research, we anticipate that fertility patterns may exert stronger effects on health in areas with weak welfare provision (in our study, Southern Europe), because in such societies the stresses and costs of childrearing fall to a greater extent on individuals and families.","The authors explicitly state this anticipation as part of their analysis plan, considering the role of societal context in moderating the relationship between fertility patterns and health outcomes.",9DCBELJ2,Fertility History And Physical And Mental Health Changes In European Older Adults,llama3.3:70b,0.0,prompt-9,16156
119,"We posit that invisibilization has a reciprocal effect: the inherent biases of reproductive imaginaries shape infertility tracking practices, generating incomplete infertility data, which, in turn, reinforce the limits of reproductive imaginaries.",The authors explicitly state a hypothesis about the reciprocal effect of invisibilization on infertility tracking practices and reproductive imaginaries.,9XY7BK4D,"Reimagining Infertility: A Critical Examination Of Fertility Norms, Geopolitics And Survey Bias",llama3.3:70b,0.0,prompt-9,6139
120,We argue that 'reproductive imaginaries'—prevailing social beliefs about who can and should reproduce—shape the design and conclusions of infertility research.,The authors explicitly state a hypothesis about how reproductive imaginaries influence infertility research.,9XY7BK4D,"Reimagining Infertility: A Critical Examination Of Fertility Norms, Geopolitics And Survey Bias",llama3.3:70b,0.0,prompt-9,6139
121,Its general aim was to document the potential of the TDIB model for studying childlessness and its voluntary–involuntary character as a continuum.,The authors explicitly state that they are testing the TDIB model's potential for studying childlessness.,A9KMUZPQ,From Motives Through Desires To Intentions: Investigating The Reproductive Choices Of Childless Men And Women In Poland,llama3.3:70b,0.0,prompt-9,7231
122,"To verify whether in the specific sample of Polish, childless individuals, positive and negative childbearing motives (PCM and NCM) were related to childbearing desires and intentions, as postulated in Miller's theoretical model (Miller, 1994).",The authors explicitly state that they are testing the relationship between childbearing motives and desires/intentions.,A9KMUZPQ,From Motives Through Desires To Intentions: Investigating The Reproductive Choices Of Childless Men And Women In Poland,llama3.3:70b,0.0,prompt-9,7231
123,"This study investigated how childbearing motives shape fertility desires and intentions of childless individuals, who have reached the age when the final decision for or against reproduction has to be taken.",The authors explicitly state that they are investigating how childbearing motives influence fertility desires and intentions.,A9KMUZPQ,From Motives Through Desires To Intentions: Investigating The Reproductive Choices Of Childless Men And Women In Poland,llama3.3:70b,0.0,prompt-9,7231
124,This paper argues that unemployment is an important determinant of the timing of transition into parenthood for both men and women.,The authors explicitly state that they will investigate the relationship between unemployment and the timing of parenthood.,ARBAH6FE,Unemployment And The Timing Of Parenthood: Implications Of Partnership Status And Partner'S Employment,llama3.3:70b,0.0,prompt-9,16080
125,"However, the partnership status during which it takes place matters, as well as the unemployment experience itself, moderating the initial effect.",The authors suggest that the impact of unemployment on parenthood timing may vary depending on the relationship status of the individual.,ARBAH6FE,Unemployment And The Timing Of Parenthood: Implications Of Partnership Status And Partner'S Employment,llama3.3:70b,0.0,prompt-9,16080
126,Such labour market insecurity may influence the fertility decisions of single or cohabiting individuals in a different way to married individuals.,"The authors propose that the effect of unemployment on fertility decisions may differ between single, cohabiting, and married individuals.",ARBAH6FE,Unemployment And The Timing Of Parenthood: Implications Of Partnership Status And Partner'S Employment,llama3.3:70b,0.0,prompt-9,16080
127,"Therefore, the core argument of the paper is that unemployment has a differential impact on fertility depending on the relationship status during which it is experienced, and consequently it seeks to disentangle the impact of unemployment by partnership status.",The authors explicitly state their main hypothesis regarding the differential impact of unemployment on fertility by partnership status.,ARBAH6FE,Unemployment And The Timing Of Parenthood: Implications Of Partnership Status And Partner'S Employment,llama3.3:70b,0.0,prompt-9,16080
128,"Another equally crucial issue is the role of the partner's employment status, which may aggravate or alleviate the impact of unemployment on family formation.",The authors suggest that the partner's employment status may also play a significant role in determining the impact of unemployment on family formation.,ARBAH6FE,Unemployment And The Timing Of Parenthood: Implications Of Partnership Status And Partner'S Employment,llama3.3:70b,0.0,prompt-9,16080
129,"The second argument of this paper, then, is that a partner's employment status is at least as important in this regard as an individual's own employment status.",The authors propose that the partner's employment status may be just as important as the individual's own employment status in determining the impact of unemployment on family formation.,ARBAH6FE,Unemployment And The Timing Of Parenthood: Implications Of Partnership Status And Partner'S Employment,llama3.3:70b,0.0,prompt-9,16080
130,The hypothesis that will be tested in the ''Empirical Results'' section is that women postponed first birth until they had acquired enough employer tenure to qualify for maternity rights.,"This statement explicitly states a hypothesis that the authors are testing, which is about the relationship between employer tenure and first birth timing.",AZWB78HA,Eligibility For Maternity Leave And First Birth Timing In Great Britain,llama3.3:70b,0.0,prompt-9,11286
131,"The hypothesis that will be tested below is that full-time employed women in Great Britain postponed first birth until they had acquired enough employer tenure to qualify for maternity leave and pay, once it was introduced in 1976.","This statement explicitly states a specific hypothesis about the relationship between employer tenure, maternity leave and pay, and first birth timing among full-time employed women in Great Britain.",AZWB78HA,Eligibility For Maternity Leave And First Birth Timing In Great Britain,llama3.3:70b,0.0,prompt-9,11286
132,"Our general hypothesis is that the generosity of family policies positively influences fertility intentions because they reduce either direct or indirect costs, but we expect policies supporting earner–carer arrangements to particularly encourage such intentions because they facilitate reconciliation of family and career for both women and men.",The authors explicitly state their general hypothesis about the relationship between family policy generosity and fertility intentions.,B2LFZTBY,Family Policy And Fertility Intentions In 21 European Countries,llama3.3:70b,0.0,prompt-9,12792
133,We hypothesized that these learning experiences increase the relevance of family policy to fertility intentions of second and higher order births.,The authors explicitly state a hypothesis about how learning experiences affect the relevance of family policy to fertility intentions at different parities.,B2LFZTBY,Family Policy And Fertility Intentions In 21 European Countries,llama3.3:70b,0.0,prompt-9,12792
134,"We investigate how low educational attainment of the male partner, the female partner or both is associated with parity transitions using data from the EU-SILC, an ongoing household panel that was launched in 2003 with nearly all EU member states participating by 2005.",The authors explicitly state a hypothesis to investigate the relationship between low educational attainment and parity transitions.,BTIZI2W6,Comparative Population Studies Vol. 46 (2021): 533-554 (Date Of Release: 13.12.2021) Educational Pairings And Fertility Across Europe: How Do The Low-Educated Fare?,llama3.3:70b,0.0,prompt-9,9580
135,"Following Oppenheimer's argument that the pooling of resources has become essential for families' welfare, couples with at least one low-educated partner are socio-economically more vulnerable; likely even more so when both partners have a low level of education.",The authors propose a hypothesis based on Oppenheimer's argument about resource pooling and its impact on families' welfare.,BTIZI2W6,Comparative Population Studies Vol. 46 (2021): 533-554 (Date Of Release: 13.12.2021) Educational Pairings And Fertility Across Europe: How Do The Low-Educated Fare?,llama3.3:70b,0.0,prompt-9,9580
136,"Therefore, first, couples with two low-educated partners can be expected to display the lowest birth transition rates to second and third births, because they have the fewest resources at their disposal.",The authors explicitly state a hypothesis about the expected birth transition rates for couples with two low-educated partners.,BTIZI2W6,Comparative Population Studies Vol. 46 (2021): 533-554 (Date Of Release: 13.12.2021) Educational Pairings And Fertility Across Europe: How Do The Low-Educated Fare?,llama3.3:70b,0.0,prompt-9,9580
137,"In contrast, and second, role specialisation arguments imply that high opportunity costs for women's care-related employment breaks could translate into lowest second and third birth rates for hypogamous couples, with a low-educated man and secondary- or tertiary-educated woman.",The authors propose a hypothesis based on role specialization arguments and their impact on birth rates for hypogamous couples.,BTIZI2W6,Comparative Population Studies Vol. 46 (2021): 533-554 (Date Of Release: 13.12.2021) Educational Pairings And Fertility Across Europe: How Do The Low-Educated Fare?,llama3.3:70b,0.0,prompt-9,9580
138,"A third possible prediction emerges from the bargaining perspective, assuming an equal distribution of fertility desires across educational pairings, hypogamous couples with a higher-educated woman and a low-educated man may display the highest transition rates to second or third births, in the case that she can use her potentially stronger economic standing to negotiate for more support with childrearing with him.",The authors propose a hypothesis based on the bargaining perspective and its impact on birth rates for hypogamous couples.,BTIZI2W6,Comparative Population Studies Vol. 46 (2021): 533-554 (Date Of Release: 13.12.2021) Educational Pairings And Fertility Across Europe: How Do The Low-Educated Fare?,llama3.3:70b,0.0,prompt-9,9580
139,It is hypothesized that educational attainment increases the likelihood that women remain childless.,The authors explicitly state a hypothesis about the relationship between educational attainment and childlessness in women.,C7W6I2EH,Pathways Into Childlessness: Evidence Of Gendered Life Course Dynamics,llama3.3:70b,0.0,prompt-9,7296
140,It is hypothesized that people who have never had a partner are more likely to remain childless compared with people who ever had a partner.,The authors explicitly state a hypothesis about the relationship between having a partner and childlessness.,C7W6I2EH,Pathways Into Childlessness: Evidence Of Gendered Life Course Dynamics,llama3.3:70b,0.0,prompt-9,7296
141,"It is hypothesized that people who have ever married are less likely to remain childless compared with people who have ever cohabited, but never married.",The authors explicitly state a hypothesis about the relationship between marital status and childlessness.,C7W6I2EH,Pathways Into Childlessness: Evidence Of Gendered Life Course Dynamics,llama3.3:70b,0.0,prompt-9,7296
142,"It is hypothesized that more years without a partner increase the likelihood of remaining childless, and particularly so among women.","The authors explicitly state a hypothesis about the relationship between time spent without a partner and childlessness, with a specific emphasis on women.",C7W6I2EH,Pathways Into Childlessness: Evidence Of Gendered Life Course Dynamics,llama3.3:70b,0.0,prompt-9,7296
143,"Given racial inequalities in U.S. economic and social opportunity structures, we hypothesize that, although the causes of childlessness are probably similar for both groups, some factors may intersect with race to generate sometimes differing relationships for Black women to childlessness.",The authors explicitly state a hypothesis about the intersection of racial inequalities and childlessness.,CCGKN3T5,"Race And Childlessness In America, 1988 - 2002",llama3.3:70b,0.0,prompt-9,12511
144,"We hypothesize that marriage, age at marriage, and divorce may be less important in influencing Black women's childlessness than White women's childlessness.",The authors explicitly state a hypothesis about the relative importance of marital factors in predicting childlessness for Black and White women.,CCGKN3T5,"Race And Childlessness In America, 1988 - 2002",llama3.3:70b,0.0,prompt-9,12511
145,"We thus hypothesize that high socioeconomic status should be a strong predictor of childlessness for both groups of women, but more strongly so for Blacks than for Whites.",The authors explicitly state a hypothesis about the relationship between socioeconomic status and childlessness for Black and White women.,CCGKN3T5,"Race And Childlessness In America, 1988 - 2002",llama3.3:70b,0.0,prompt-9,12511
146,"For the 1957-1968 cohorts, TCFR was partially estimated, hypothesizing that age-specific fertility rates will not change between younger and older cohorts",The authors explicitly state a hypothesis about the estimation of TCFR for certain cohorts.,F47J2F2N,Marcantonio Caltabiano * Has The Fertility Decline Come To An End In The Different Regions Of Italy? New Insights From A Cohort Approach,llama3.3:70b,0.0,prompt-9,7681
147,"Our study closes this gap and examines median ages at first birth, childlessness at ages 40-44, and employment behavior of those two groups for cohorts born between 1921 and 1979, using the pooled CPS fertility files from 1971-2010.","The authors explicitly state that they will examine the differences in median ages at first birth, childlessness, and employment behavior between women with postgraduate education and women with college education.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.3:70b,0.0,prompt-9,50297
148,We hypothesize that relative educational attainment and relative income are significantly linked to the timing of births in couples.,"The authors explicitly state that they expect to find a significant relationship between relative educational attainment, relative income, and birth hazards in couples.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.3:70b,0.0,prompt-9,50297
149,McDonald (2000) has suggested that socio-economic gender equity within couples is a crucial component in women's fertility decisions in developed nations.,The authors reference McDonald's argument that socio-economic gender equity within couples plays a significant role in women's fertility decisions.,F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.3:70b,0.0,prompt-9,50297
150,We expect to find that relative resources play a significant role for the duration to first and a second births.,The authors explicitly state that they expect to find a significant relationship between relative resources and birth hazards.,F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.3:70b,0.0,prompt-9,50297
151,Is intended childlessness related to religion?,The authors explicitly state that they are investigating whether there is a relationship between intended childlessness and religion.,FKBMJUMD,"Researchers, Religion And Childlessness",llama3.3:70b,0.0,prompt-9,7624
152,Is religion a mediator for childlessness?,The authors explicitly state that they are examining the role of religion as a mediator for childlessness.,FKBMJUMD,"Researchers, Religion And Childlessness",llama3.3:70b,0.0,prompt-9,7624
153,What are the roles of religious affiliation and level of religiosity?,The authors explicitly state that they are investigating the roles of both religious affiliation and level of religiosity in relation to childlessness.,FKBMJUMD,"Researchers, Religion And Childlessness",llama3.3:70b,0.0,prompt-9,7624
154,"This paper intends to study fertility variations over time, relying solely on data referring to father's socio-demographic characteristics; in particular, their age, education level, and employment status.",The authors explicitly state that they will investigate fertility trends using data on fathers' characteristics.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.3:70b,0.0,prompt-9,10169
155,We aim to explore fertility differentials in relation to two wide-range socio-economic developments the Greek population has gone through within the recent decades: the increasing educational attainment and varying employment rates of the male population.,The authors explicitly state that they will examine fertility differences related to changes in education and employment among men.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.3:70b,0.0,prompt-9,10169
156,"Our findings suggest that, despite its marginal effect on overall fertility levels and rate of change, TFR for non-employed men has been steadily increasing lately.",The authors propose a hypothesis based on their findings about the trend in fertility rates among non-employed men.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.3:70b,0.0,prompt-9,10169
157,It could be assumed that this development reflects the impact of the economic recession and skyrocketing unemployment rates on fertility.,"The authors suggest a possible relationship between economic conditions and fertility trends, which can be considered a hypothesis.",FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.3:70b,0.0,prompt-9,10169
158,"We postulate that SWB of the female partner plays a stronger role than male partner's SWB, though a priori we do not have a specific hypothesis regarding differential effects for parities.",The authors explicitly state their hypothesis about the role of female and male partners' subjective well-being in childbearing decisions.,GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.3:70b,0.0,prompt-9,10703
159,Specifically we test whether having a child is more likely in couples where both partners have a high level of SWB compared with couples in which only one partner has a high SWB.,The authors explicitly state their hypothesis about the multiplicative effect of partners' happiness on childbearing decisions.,GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.3:70b,0.0,prompt-9,10703
160,"Does the subjective well-being of one partner, either the female or male, prevail over the other in the decision of having a(another) child?",The authors explicitly state their research question about the relative importance of female and male partners' subjective well-being in childbearing decisions.,GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.3:70b,0.0,prompt-9,10703
161,Is there a multiplicative effect of the subjective well-being of the two partners in the decision of having a(nother) child?,The authors explicitly state their research question about the potential interaction between partners' subjective well-being and childbearing decisions.,GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.3:70b,0.0,prompt-9,10703
162,How might this medicalized transformation of infertility alter and/or shape individuals' responses to adoption?,The authors are testing how the medicalization of infertility affects individuals' decisions regarding adoption.,GJD5D6NH,,llama3.3:70b,0.0,prompt-9,12351
163,Why is adoption seen as second best and how does the institution of medicine contribute to that image?,"The authors are exploring why adoption is viewed as a secondary option compared to medical treatments for infertility, and how the medical institution influences this perception.",GJD5D6NH,,llama3.3:70b,0.0,prompt-9,12351
164,"We test whether the strength of the husband-wife emotional bond influences fertility-limiting behaviors, specifically the subsequent use of contraceptives to avoid pregnancy.",The authors explicitly state that they are testing the hypothesis that the strength of the husband-wife emotional bond is associated with fertility-limiting behaviors.,H68W88PI,Emotional Variation And Fertility Behavior,llama3.3:70b,0.0,prompt-9,14284
165,We hypothesize that a strong positive emotional bond between husband and wife may influence fertility-related behaviors by shifting views of the role of childbearing and childrearing within marriage.,The authors propose a hypothesis about how a strong positive emotional bond between husband and wife may influence fertility-related behaviors.,H68W88PI,Emotional Variation And Fertility Behavior,llama3.3:70b,0.0,prompt-9,14284
166,"We investigate whether the relationship between the strength of the emotional bond and contraceptive use is robust in comparison with other dimensions of the marital relationship, such as spousal disagreement and communication.",The authors explicitly state that they are investigating whether the relationship between the strength of the emotional bond and contraceptive use is independent of other dimensions of the marital relationship.,H68W88PI,Emotional Variation And Fertility Behavior,llama3.3:70b,0.0,prompt-9,14284
167,Socioeconomic status is negatively associated with childlessness among highly educated men.,The authors explicitly state this hypothesis as the first hypothesis in the study.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.3:70b,0.0,prompt-9,10512
168,The relevance of socioeconomic status attributes for childlessness among highly educated men has diminished over time.,The authors explicitly state this hypothesis as the second hypothesis in the study.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.3:70b,0.0,prompt-9,10512
169,We would like to examine (i) to what extent the decisions are taken implicitly or explicitly - therefore we will focus on deliberations on the decision by each partner and the communication between them - and (ii) which motives and arguments play a role in the decisions on having a first child and the timing of the transition towards parenthood.,The authors explicitly state that they want to examine the extent of implicit or explicit decision-making and the motives behind having a first child.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.3:70b,0.0,prompt-9,17187
170,"We expect that postponed entry into parenthood is preceded by more extensive decision-making, more long-term planning and more discussion than young entry into parenthood.",The authors explicitly state their expectation about the difference in decision-making between young and older parents.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.3:70b,0.0,prompt-9,17187
171,"We assess (1) whether there is sub-national regional variation in the educational gradient in CFRs, and (2) whether this variation is systematic by regional level of development.","The authors explicitly state that they will investigate two hypotheses: one about the existence of sub-national regional variation in the educational gradient in cohort fertility rates, and another about whether this variation is related to the regional level of development.",HN7A2TE4,Educational Diferences In Cohort Fertility Across Sub‑National Regions In Europe,llama3.3:70b,0.0,prompt-9,21193
172,"Based on our theoretical considerations, we expect to find that negative educational fertility gradients are more common among women living in less economically developed regions, and that these gradients might be low or even positive in more developed regions.","The authors explicitly state their expectation based on theoretical considerations, which can be considered a hypothesis about the relationship between regional economic development and educational fertility gradients.",HN7A2TE4,Educational Diferences In Cohort Fertility Across Sub‑National Regions In Europe,llama3.3:70b,0.0,prompt-9,21193
173,"We would expect, other things being equal, that improvements in childcare availability, acceptability, and quality, and decreases in its cost would have a positive impact on fertility",The authors explicitly state a hypothesis about the expected impact of improvements in childcare on fertility.,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.3:70b,0.0,prompt-9,13003
174,"Policies such as child and family cash allowances, tax relief for children, subsidies to childcare, and maternity and parental leave benefits are consequently all expected to have a positive impact on fertility by reducing the direct or indirect (opportunity) cost of children or by increasing individuals' income.",The authors explicitly state a hypothesis about the expected impact of certain policies on fertility.,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.3:70b,0.0,prompt-9,13003
175,"According to Lute and Skirbekk, such a tempo effect of policies should not be neglected. Instead, they argue that policies that may increase the period fertility rate may also eventually have an indirect effect on cohort fertility.",The authors cite a hypothesis from previous literature about the potential impact of policies on cohort fertility.,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.3:70b,0.0,prompt-9,13003
176,"It may be possible that fertility is subject to a threshold effect, which either requires benefits to reach a certain minimum level before having an effect, or which implies that the effect of benefits reaches a plateau beyond a certain level.",The authors propose a hypothesis about the potential non-linear effect of policies on fertility.,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.3:70b,0.0,prompt-9,13003
177,"In this work we investigate whether and how in that period economic resources and, in particular, income and job stability were linked with couples' decisions to enter parenthood.",The authors explicitly state that they are investigating the link between economic resources and couples' decisions to enter parenthood.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.3:70b,0.0,prompt-9,10445
178,We expect that the massive introduction of short-term contracts did play a role in first birth choice at the end of last century and decreased the probability of couples becoming parents.,The authors explicitly state their expectation about the impact of short-term contracts on first birth choices.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.3:70b,0.0,prompt-9,10445
179,"We argue that one-income couples with the man permanently employed encounter the highest first child rates, because they have a stable income and nonworking women do not have indirect costs.",The authors explicitly state their argument about the relationship between one-income couples and first child rates.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.3:70b,0.0,prompt-9,10445
180,"We expect that couples with both spouses permanently employed have the next highest risk, while couples where one or both partners are unemployed or economically unstable have the lowest first birth rates.",The authors explicitly state their expectation about the relationship between employment status and first birth rates.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.3:70b,0.0,prompt-9,10445
181,We expect that male breadwinner couples have a higher propensity for children than dual earners couples.,The authors explicitly state their expectation about the relationship between male breadwinner couples and fertility.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.3:70b,0.0,prompt-9,10445
182,We argue that high income women bear high opportunity costs and postpone the first child until costs are the lowest.,The authors explicitly state their argument about the relationship between high-income women and fertility postponement.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.3:70b,0.0,prompt-9,10445
183,"We expect to find that, if signs of recovery exist, they will be more evident among younger generations of women with higher levels of education living in northern Italy.",The authors explicitly state their expectation about the demographic group where signs of fertility recovery are most likely to be found.,IM57CGGT,Table Of Contents,llama3.3:70b,0.0,prompt-9,17294
184,"Our hypothesis is that signs of recovery exist, and that these signs are above all evident among the youngest generations of women in northern Italy who have the highest levels of education.",The authors explicitly state their hypothesis about the existence of fertility recovery signs and the demographic group where they are most likely to be found.,IM57CGGT,Table Of Contents,llama3.3:70b,0.0,prompt-9,17294
185,"We investigate differences in childlessness by comparing two countries—Britain and Italy—where levels of childlessness are high in comparison with many other European countries, but which have distinct fertility trajectories and family regimes.",The authors explicitly state that they will compare Britain and Italy to understand the differences in childlessness.,IQKEQZJV,And Britain,llama3.3:70b,0.0,prompt-9,16836
186,"In order to contribute to a better understanding of childlessness, this study focuses on women and men in Italy and Britain who intend to remain childless, while noting that such an intention may change over time and is not always a matter of choice.",The authors explicitly state that they will focus on individuals who intend to remain childless.,IQKEQZJV,And Britain,llama3.3:70b,0.0,prompt-9,16836
187,"We study the intention to remain childless as a two-step process. We first study selection into childlessness at the time of interview, using as the dependent variable Childless status at interview (1: Respondent is still childless; 0: Respondent had a first child prior to the interview).",The authors explicitly state that they will study the intention to remain childless as a two-step process.,IQKEQZJV,And Britain,llama3.3:70b,0.0,prompt-9,16836
188,"Then, and limited to the subsamples of childless respondents, the dichotomous dependent variable is: Intendedly childless (1: Respondent intends to remain childless) vs. Unintendedly childless (0: Respondent intends to have children).",The authors explicitly state that they will study the intention to remain childless among childless respondents.,IQKEQZJV,And Britain,llama3.3:70b,0.0,prompt-9,16836
189,"Statistical analyses are designed to address the following research questions: 1. Are similar demographic and socio-economic characteristics associated with selection into childlessness in Italy and Britain? 2. Conditional upon being childless at interview, what are the main determinants of the intention to remain childless for women and for men in each country?",The authors explicitly state that they will address two research questions.,IQKEQZJV,And Britain,llama3.3:70b,0.0,prompt-9,16836
190,Hypotheses regarding the variation of fertility based on expressed identification are tested using quantitative methods.,The authors explicitly state that they will test hypotheses about how fertility varies with expressed identification.,IZXC6UXA,Understanding 'Higher' Māori Fertility In A 'Low' Fertility Context: Does Cultural Identity Make A Difference?,llama3.3:70b,0.0,prompt-9,10990
191,"So, does cultural identity make a difference to Māori fertility outcomes?",The authors pose this question as a hypothesis to be tested in their analysis.,IZXC6UXA,Understanding 'Higher' Māori Fertility In A 'Low' Fertility Context: Does Cultural Identity Make A Difference?,llama3.3:70b,0.0,prompt-9,10990
192,Our aim is to provide a comprehensive study of the interrelationship between women's employment and fertility.,The authors explicitly state their goal to investigate the relationship between women's employment and fertility.,JGBE5F6I,Diverse Effects Of Women'S Employment On Fertility: Insights From Italy And Poland,llama3.3:70b,0.0,prompt-9,17180
193,"We expect to find a strong conflict between fertility and women's employment in both countries, resulting from a similarly unfavorable conditions for work and family reconciliation.",The authors hypothesize that they will find a significant conflict between fertility and women's employment due to unfavorable work-family reconciliation conditions.,JGBE5F6I,Diverse Effects Of Women'S Employment On Fertility: Insights From Italy And Poland,llama3.3:70b,0.0,prompt-9,17180
194,"Moreover, since the difficulties with combining paid employment and care were shown to be more pronounced for mothers than childless women, we expect to find the impact of women's employment on second birth to be more negative than the effect of women's work on first birth.",The authors hypothesize that the impact of women's employment on second birth will be more negative due to greater difficulties in combining work and care for mothers.,JGBE5F6I,Diverse Effects Of Women'S Employment On Fertility: Insights From Italy And Poland,llama3.3:70b,0.0,prompt-9,17180
195,"Nevertheless, we also anticipate clear cross-country differences in the fertility and employment trajectories women choose.",The authors hypothesize that there will be noticeable differences in fertility and employment patterns between Italy and Poland.,JGBE5F6I,Diverse Effects Of Women'S Employment On Fertility: Insights From Italy And Poland,llama3.3:70b,0.0,prompt-9,17180
196,"Namely, we expect the negative effect of women's employment on fertility to be weaker in Poland, both with respect to the first and second child, than in Italy where the economic role of women is adopted to a lower extent.",The authors hypothesize that the negative impact of women's employment on fertility will be less pronounced in Poland compared to Italy.,JGBE5F6I,Diverse Effects Of Women'S Employment On Fertility: Insights From Italy And Poland,llama3.3:70b,0.0,prompt-9,17180
