,hypothesis,explanation,paper_id,title,model_name,temperature,prompt_id,prompt_tokens
248,"We thus hypothesize that marriage, age at marriage, and divorce may be less important in influencing Black women's childlessness than White women's childlessness.","The authors explicitly state their hypothesis about the relative importance of marriage, age at marriage, and divorce for Black and White women.",CCGKN3T5,"Race And Childlessness In America, 1988 - 2002",llama3.1_8B,0.0,prompt-9,12511
249,"We hypothesize that high socioeconomic status should be a strong predictor of childlessness for both groups of women, but more strongly so for Blacks than for Whites.",The authors explicitly state their hypothesis about the relationship between socioeconomic status and childlessness.,CCGKN3T5,"Race And Childlessness In America, 1988 - 2002",llama3.1_8B,0.0,prompt-9,12511
250,"Qualitative research from twelve sites across three countries in SSA demonstrate that waithood is not about waiting or lack of engagement with the labour market, but rather about hard work, negotiation and claim making.",The authors explicitly state their hypothesis based on qualitative research findings.,EHMMMUR4,8 **Are Rural Young People Stuck** In Waithood?,llama3.1_8B,0.0,prompt-9,10592
251,"Young people actively negotiate different aspects of their lives, from various educational and work opportunities to marriage and other social relationships, social norms and expectations.",The authors explicitly state that young people are actively negotiating different aspects of their lives.,EHMMMUR4,8 **Are Rural Young People Stuck** In Waithood?,llama3.1_8B,0.0,prompt-9,10592
252,"When research directly engages with rural young people and their perspectives on work, it shows many do not reject rural livelihoods, but rather want opportunities that enhance the conditions in which farming and other rural work is carried out.",The authors explicitly state their hypothesis based on research findings.,EHMMMUR4,8 **Are Rural Young People Stuck** In Waithood?,llama3.1_8B,0.0,prompt-9,10592
253,"Some negotiate their parents' expectations about when they should marry, which challenges the 'work in order to marry' understanding that is so central to the waithood argument.",The authors explicitly state their hypothesis based on research findings.,EHMMMUR4,8 **Are Rural Young People Stuck** In Waithood?,llama3.1_8B,0.0,prompt-9,10592
254,"The decline in TCFR was slower and more regular in the regions of northern Italy, where the cohorts born in the 1930s already had low fertility levels.",The authors explicitly state that the decline in TCFR was slower and more regular in the regions of northern Italy.,F47J2F2N,Marcantonio Caltabiano * Has The Fertility Decline Come To An End In The Different Regions Of Italy? New Insights From A Cohort Approach,llama3.1_8B,0.0,prompt-9,7681
255,"In southern regions, on the other hand, the decline occurred more quickly, as illustrated by the case of Campania.",The authors explicitly state that the decline occurred more quickly in southern regions.,F47J2F2N,Marcantonio Caltabiano * Has The Fertility Decline Come To An End In The Different Regions Of Italy? New Insights From A Cohort Approach,llama3.1_8B,0.0,prompt-9,7681
256,Changes in regional cohort fertility have followed the same general pattern of diffusion as that seen in the demographic transition in Italy: starting in the north and the west and then moving to the south and the east.,The authors explicitly state that changes in regional cohort fertility have followed a specific pattern.,F47J2F2N,Marcantonio Caltabiano * Has The Fertility Decline Come To An End In The Different Regions Of Italy? New Insights From A Cohort Approach,llama3.1_8B,0.0,prompt-9,7681
257,"For the 1980 cohort, this decline continues (although less dramatically) and the timing of fertility begins slightly later.","The authors explicitly state that for the 1980 cohort, the decline in fertility continues.",F47J2F2N,Marcantonio Caltabiano * Has The Fertility Decline Come To An End In The Different Regions Of Italy? New Insights From A Cohort Approach,llama3.1_8B,0.0,prompt-9,7681
258,It would be possible to obtain a more complete picture if detailed cohort birth order data were available after 1997.,"This is not an explicit hypothesis but rather a statement of limitation. However, it could be interpreted as a hypothesis for future research.",F47J2F2N,Marcantonio Caltabiano * Has The Fertility Decline Come To An End In The Different Regions Of Italy? New Insights From A Cohort Approach,llama3.1_8B,0.0,prompt-9,7681
259,"If this trend remains constant over time, regional differences may eventually become less marked, or even vanish altogether.","The authors explicitly state that if the trend remains constant, regional differences may decrease.",F47J2F2N,Marcantonio Caltabiano * Has The Fertility Decline Come To An End In The Different Regions Of Italy? New Insights From A Cohort Approach,llama3.1_8B,0.0,prompt-9,7681
260,In this work we test whether social infertility is more prevalent in urban areas than rural areas.,The authors explicitly state that they are testing a hypothesis about the prevalence of social infertility in urban vs. rural areas.,F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
261,Our hypothesis is that there is a positive relationship between economic stability and the likelihood of having children.,The authors explicitly hypothesize a positive relationship between economic stability and childbearing.,F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
262,We hypothesise that economic instability leads to delayed family formation.,The authors explicitly state their hypothesis about the effect of economic instability on family formation timing.,F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
263,It is well documented that a postponement of first births has taken place in the US beginning in the last decades of the 20th century (Rindfuss et al. 1988).,"The authors are not explicitly stating their hypothesis, but rather citing previous research to support their argument.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
264,"Studies have shown that the postponement has occurred mainly among college graduates and has been much less applicable to women with lower levels of education (Rindfuss et al. 1996, Heck et al. 1997).","The authors are not explicitly stating their hypothesis, but rather citing previous research to support their argument.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
265,"Our study closes this gap and examines median ages at first birth, childlessness at ages 40-44, and employment behavior of those two groups for cohorts born between 1921 and 1979.","The authors are not explicitly stating their hypothesis, but rather describing the scope of their research.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
266,Our findings show significant and persistent differences in median ages at first birth and proportions of childlessness at ages 40+ between the two groups.,"The authors are not explicitly stating their hypothesis, but rather presenting their results as evidence supporting a particular argument.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
267,"We find that women with postgraduate education have postponed their first birth longer than women with college education, across all cohorts.","The authors are not explicitly stating their hypothesis, but rather presenting their results as evidence supporting a particular argument.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
268,Our study is the first to systematically differentiate labor force participation and full-time work between women with postgraduate education and women with college education.,"The authors are not explicitly stating their hypothesis, but rather describing the scope of their research.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
269,"We find significant differences in labor force participation and full time work between childless women have disappeared in the recent birth cohorts, mothers (beyond age 30) with postgraduate education are employed more often and are more likely to be working full-time than comparable mothers with college education.","The authors are not explicitly stating their hypothesis, but rather presenting their results as evidence supporting a particular argument.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
270,"Our findings indicate that relative education among partners is significantly related to second birth hazards, while relative income or gendered work arrangements seemed to play less of a role.","The authors are not explicitly stating their hypothesis, but rather presenting their results as evidence supporting a particular argument.",F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
271,We hypothesize that the relationship between relative resources and birth hazards might differ by the total amount of resources within the household.,The authors explicitly state their hypothesis about the effect of relative resources on birth hazards.,F789DTFR,"Fertility, Education, And Couple Dynamics: Three Essays On Childbearing Behavior In The United States And Germany",llama3.1_8B,0.0,prompt-9,50297
272,Religion has a stronger influence than education in terms of intended childlessness.,The authors explicitly state that religion has a stronger influence than education on intended childlessness.,FKBMJUMD,"Researchers, Religion And Childlessness",llama3.1_8B,0.0,prompt-9,7624
273,"Low religiosity may be a key reason why certain groups, such as scientists, display very low fertility.",The authors infer this from the finding that religion has a stronger influence than education in terms of intended childlessness.,FKBMJUMD,"Researchers, Religion And Childlessness",llama3.1_8B,0.0,prompt-9,7624
274,"Religion can be an important driver of human behaviour, in particular with respect to family decisions.",The authors explicitly state that religion is an important factor in determining fertility outcomes.,FKBMJUMD,"Researchers, Religion And Childlessness",llama3.1_8B,0.0,prompt-9,7624
275,"Intended childlessness is therefore likely to be related to religion, and thus religion is a mediator for childlessness.",The authors infer this from the finding that religion has a stronger influence than education on intended childlessness.,FKBMJUMD,"Researchers, Religion And Childlessness",llama3.1_8B,0.0,prompt-9,7624
276,"Our findings indicate that, over the study period, the male fertility level is declining, the fertility pattern is ageing, and the reproduction period for men is getting shorter.",The authors explicitly state their findings regarding the trends in male fertility.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.1_8B,0.0,prompt-9,10169
277,"Even though overall fertility declines for all educational groups, the decrease was by far more important among less educated men.",The authors explicitly state that the decline in fertility is more significant among less educated men.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.1_8B,0.0,prompt-9,10169
278,"As a consequence, and in sharp contrast to what was the norm until very recently, in 2011, the total fertility rate of well-educated men was by around 15% higher than that of men with a low education level.",The authors explicitly state their findings regarding the difference in fertility rates between well-educated and less educated men.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.1_8B,0.0,prompt-9,10169
279,Fertility among unemployed men is on the rise during the last years.,The authors explicitly state that fertility among unemployed men is increasing.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.1_8B,0.0,prompt-9,10169
280,"However, the role of compositional factors has become predominant since 2008: the decline of male fertility over the period 2008‒2011 is largely attributed to compositional effect, and in particular to the continuous decrease in the proportions of employed men.",The authors explicitly state that compositional factors are driving the decline in male fertility since 2008.,FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.1_8B,0.0,prompt-9,10169
281,It could be assumed that this development reflects the impact of the economic recession and skyrocketing unemployment rates on fertility.,"The authors suggest a possible explanation for the decline in male fertility, but it is not explicitly stated as a hypothesis.",FN7FBKWZ,Male Fertility In Greece: Trends And Differentials By Education Level And Employment Status,llama3.1_8B,0.0,prompt-9,10169
282,"We postulate that SWB of the female partner plays a stronger role than male partner's SWB, though a priori we do not have a specific hypothesis regarding differential effects for parities.",The authors explicitly state their hypothesis about the relative importance of women's and men's happiness in childbearing decisions.,GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.1_8B,0.0,prompt-9,10703
283,We test whether having a child is more likely in couples where both partners have a high level of SWB compared with couples in which only one partner has a high SWB.,The authors explicitly state their hypothesis about the multiplicative effect of both partners' happiness on fertility.,GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.1_8B,0.0,prompt-9,10703
284,"We find that a higher level of happiness of both men and women is associated with a higher risk of having a first child, meaning that happier people are more likely to become parents sooner.","The authors do not explicitly state this as a hypothesis, but it appears to be a novel finding based on their analysis.",GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.1_8B,0.0,prompt-9,10703
285,Women's happiness seems to matter more strongly than that of the male partner in the decision to have a second child.,"The authors do not explicitly state this as a hypothesis, but it appears to be a novel finding based on their analysis.",GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.1_8B,0.0,prompt-9,10703
286,There is a multiplicative effect of the SWB of both partners on the decision to have a child.,"The authors do not explicitly state this as a hypothesis, but it appears to be a novel finding based on their analysis.",GAV2K4LS,It Takes Two To Tango: Couples' Happiness And Childbearing,llama3.1_8B,0.0,prompt-9,10703
287,The medicalization of infertility has altered the historical relationship between infertility and adoption.,The authors explicitly state that the medicalization of infertility has changed the way people view adoption.,GJD5D6NH,,llama3.1_8B,0.0,prompt-9,12351
288,Notions of biological privilege and pronatalism inform mainstream understandings of adoption and medicalized infertility.,The authors explicitly state that these notions shape individuals' understandings of adoption and medicine.,GJD5D6NH,,llama3.1_8B,0.0,prompt-9,12351
289,"Adoption remains a stigmatized process for failing to adhere to prescriptions of biological privilege and pronatalism, while medicine is revered for maintaining them.",The authors explicitly state that this is the case based on their research findings.,GJD5D6NH,,llama3.1_8B,0.0,prompt-9,12351
290,Individuals use these overarching images of adoption and medicine to inform how they interpret and invoke other stereotypes to the institutions.,"The authors explicitly state that individuals apply assumptions about time, cost, control, scrutiny, and complexity in a negative light to adoption but a positive one to medicine.",GJD5D6NH,,llama3.1_8B,0.0,prompt-9,12351
291,Medical practitioners reinforce such ideologies and stratification through their practices.,The authors explicitly state that medical practitioners often cause individuals not to pursue other options at the outset by reinforcing the normalized status of medicine.,GJD5D6NH,,llama3.1_8B,0.0,prompt-9,12351
292,"The strength of a couple's emotional bond influences fertility-limiting behaviors: specifically, the subsequent use of contraceptives to avoid pregnancy.",The authors explicitly state that they investigate the relationship between the husband-wife emotional bond and contraceptive use.,H68W88PI,Emotional Variation And Fertility Behavior,llama3.1_8B,0.0,prompt-9,14284
293,"Other specific dimensions of couples' relationships may act as possible mechanisms linking the strength of their bond to their fertility-related behaviors (i.e., spousal communication, spousal disagreement).",The authors explicitly state that other relationship dimensions may act as mechanisms linking the emotional bond to fertility-limiting behavior.,H68W88PI,Emotional Variation And Fertility Behavior,llama3.1_8B,0.0,prompt-9,14284
294,"Marital change toward stronger, positive emotional husband-wife bonds may alter parents' childrearing behaviors to increase parents' investments of time and money in fewer children.",The authors explicitly state that they investigate the possibility that marital change may lead to increased parental investment in quality over quantity.,H68W88PI,Emotional Variation And Fertility Behavior,llama3.1_8B,0.0,prompt-9,14284
295,"Using contraception in particular will not lead couples' emotional bond to be stronger, but other aspects of fertility—including the experience of bearing children together—may have a powerful influence on the strength of a couple's emotional bond.","The authors explicitly state that they hypothesize that using contraception may not strengthen the emotional bond, but other aspects of fertility may.",H68W88PI,Emotional Variation And Fertility Behavior,llama3.1_8B,0.0,prompt-9,14284
296,Variation in married couples' emotional bonds has an empirically independent association with their subsequent decisions to stop having children.,The authors explicitly state that they find an independent association between the husband-wife emotional bond and contraceptive use.,H68W88PI,Emotional Variation And Fertility Behavior,llama3.1_8B,0.0,prompt-9,14284
297,The hypothesis advanced above was that SES advantage was likely to be correlated with entry to fatherhood.,The authors explicitly state their hypothesis regarding the relationship between socioeconomic status (SES) and childlessness.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
298,"For social class background, this hypothesis is supported: there is a positive association between social class and childlessness.",The authors test whether social class background is positively associated with childlessness among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
299,Men from working-class backgrounds (and those whose parents are missing occupational information) are the most likely to remain childless compared to men from service class backgrounds.,The authors test whether social class background is a predictor of childlessness among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
300,"For income, men who are in the top quintile are those who are the most likely to become fathers.",The authors test whether income is positively associated with fatherhood among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
301,There is a substantial difference between every quintile of the income distribution.,The authors test whether there is a gradient in childlessness based on income level among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
302,"Within the study population, 20% of men come from a service class background and rank within the top income quintile—one in five of these men with high socioeconomic status is childless.",The authors test whether SES advantage is associated with lower childlessness among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
303,"Among the 15% of highly educated men who come from a working-class background, and whose earnings fall into the 'middle' quintiles (40–80% of the income distribution), one in three men is childless.",The authors test whether SES disadvantage is associated with higher childlessness among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
304,Men who attend newer institutions are more likely to remain childless than men who attend traditional institutions.,The authors test whether educational prestige is a predictor of childlessness among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
305,There is not a substantial difference between men who earn shorter or longer degrees from traditional institutions.,The authors test whether there is a gradient in childlessness based on educational prestige level among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
306,"Men with the lowest educational prestige, those who have a short post-secondary education, have a substantially lower likelihood of remaining childless.",The authors test whether low educational prestige is associated with higher childlessness among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
307,The association between completing a short post-secondary education and fatherhood has strengthened over time.,The authors test whether the relationship between educational prestige and childlessness has changed over time among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
308,"There is not a clear cohort trend over the majority of the period, as reflected in the descriptive table, with the exception of the lower childlessness among the 1970–1972 cohorts.",The authors test whether there are changes in the association between SES and childlessness over time among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
309,"Generally, there is little evidence that social class has become a weaker predictor of childlessness over time, as shown by the non-overlapping confidence intervals.",The authors test whether the relationship between social class and childlessness has changed over time among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
310,The association between income and childlessness is constant over time.,The authors test whether the relationship between income and childlessness has changed over time among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
311,"Contrary to the findings on social class and income, the findings on educational prestige in relation to fatherhood over time are somewhat mixed.",The authors test whether the relationship between educational prestige and childlessness has changed over time among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
312,"In terms of differences among university types, there are no important time trends.",The authors test whether the relationship between educational prestige and childlessness has changed over time among highly educated men.,H9EHA94G,Trends In Childlessness Among Highly Educated Men In Sweden,llama3.1_8B,0.0,prompt-9,10512
313,"We investigate the decision-making process of having a first child, using theories on individualisation, lifestyle choices and negotiating partnerships as a starting point.",The authors explicitly state that they are investigating the decision-making process of having a first child.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.1_8B,0.0,prompt-9,17187
314,Our study draws on 33 semi-structured interviews with couples that are selected from the respondents of the Netherlands Kinship Panel Study (NKPS).,The authors explicitly state that they will be using data from semi-structured interviews with 33 couples.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.1_8B,0.0,prompt-9,17187
315,We compare Dutch couples that had their first child at a more mature age with couples that had their first child at a relatively young age.,The authors explicitly state that they are comparing two groups of couples based on the age at which they had their first child.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.1_8B,0.0,prompt-9,17187
316,"We expect that postponed entry into parenthood is preceded by more extensive decision-making, more long-term planning and more discussion than young entry into parenthood.",The authors explicitly state that they have a hypothesis about the relationship between age at first birth and decision-making process.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.1_8B,0.0,prompt-9,17187
317,We assume that communication and negotiation between partners have increased in modern society.,"The authors cite literature to support this assumption, but it is still a hypothesis being tested.",HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.1_8B,0.0,prompt-9,17187
318,We expect that couples who had their first child at an older age will have more explicit deliberations about having children than those who had their first child at a younger age.,The authors explicitly state that they are testing this hypothesis based on previous literature.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.1_8B,0.0,prompt-9,17187
319,We expect that the decision-making process among couples in our study will be generally quite implicit.,The authors explicitly state that they have a hypothesis about the nature of the decision-making process among their participants.,HL9YCUGP,Couples' Decisions To Have A First Child: Comparing Pathways To Early And Late Parenthood,llama3.1_8B,0.0,prompt-9,17187
320,"We expect to find that negative educational fertility gradients are more common among women living in less economically developed regions, and that these gradients might be low or even positive in more developed regions.",The authors explicitly state their expectation based on theoretical considerations.,HN7A2TE4,Educational Diferences In Cohort Fertility Across Sub‑National Regions In Europe,llama3.1_8B,0.0,prompt-9,21193
321,Higher levels of development may be associated with less negative gradients.,"The authors cite previous literature to support this statement, but it can also be considered a new hypothesis as it is being tested in the paper.",HN7A2TE4,Educational Diferences In Cohort Fertility Across Sub‑National Regions In Europe,llama3.1_8B,0.0,prompt-9,21193
322,In this work we test whether social infertility is more prevalent in urban areas than rural areas.,The authors explicitly state that they are testing a hypothesis about the prevalence of social infertility in urban vs. rural areas.,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
323,Our hypothesis is that there is a positive relationship between economic stability and the likelihood of having children.,The authors explicitly hypothesise that there is a positive relationship between economic stability and the likelihood of having children.,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
324,We would expect fertility to rise in response to any easing of the work-mother conflict,Rindfuss and Brewster (1996) argue that this is their hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
325,"We would expect, other things being equal, that improvements in childcare availability, acceptability, and quality, and decreases in its cost would have a positive impact on fertility",Rindfuss and Brewster (1996) argue that this is their hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
326,The gap between the ideal and the reality (in terms of number of children) demonstrates that public policies have failed to remove the obstacles to the realization of fertility desires,"Chesnais (1996) states this as a fact, but it could be interpreted as a hypothesis",HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
327,The window of opportunity that some saw in the gap between ideal and actual fertility may be decreasing,Goldstein et al. (2003) report evidence for this hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
328,Policies can ease the incompatibility between work and family responsibilities and can indirectly affect fertility,Rindfuss et al. (2003) argue that this is their hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
329,The combination of country effects and country-heterogeneity in the magnitude of the negative time-series association explains the reversal in sign between fertility and female labor force participation,Kogel (2004) argues that this is his hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
330,Changes in public policies or labor market developments cannot have caused a rising female labor force participation to increase the total fertility rate within countries over time,Kogel (2004) argues that this is his hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
331,The impact of family policies on fertility is most likely on the timing of births rather than on the total number of children,Ermisch (1988) found evidence for this hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
332,Policies that may increase the period fertility rate may also eventually have an indirect effect on cohort fertility,Lute and Skirbekk (2005) argue that this is their hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
333,"Fertility is subject to a threshold effect, which either requires benefits to reach a certain minimum level before having an effect, or which implies that the effect of benefits reaches a plateau beyond a certain level",The authors suggest this as a possible hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
334,Individuals located at different points of the income distribution may respond differently to flat-rate child benefits simply because such benefits increase household income differently in relative terms,The authors suggest this as a possible hypothesis,HY57NMMY,The Impact Of Family Policies On Fertility In Industrialized Countries: A Review Of The Literature,llama3.1_8B,0.0,prompt-9,13003
335,We expect that couples with both spouses permanently employed have the next highest risk of first birth.,The authors explicitly state their expectation regarding the relationship between employment arrangement and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
336,"We argue that one-income couples with the man permanently employed encounter the highest first child rates, because they have a stable income and nonworking women do not have indirect costs.",The authors provide an explanation for their expectation regarding the relationship between employment arrangement and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
337,We expect that individuals with fixed-term contracts are forced to continuously redefine their choices and to postpone parenthood until they are stable.,The authors explicitly state their expectation regarding the relationship between type of contract and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
338,We argue that high income women bear high opportunity costs and postpone the first child until costs are the lowest.,The authors provide an explanation for their expectation regarding the relationship between woman's income and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
339,"We expect that if woman's income increases, the first birth risk reduces, so that the substitution effect prevails.",The authors explicitly state their expectation regarding the relationship between woman's income and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
340,We argue that couples with both spouses permanently employed have a higher propensity for children than dual earners couples.,The authors provide an explanation for their expectation regarding the relationship between employment arrangement and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
341,We expect that male earnings are not significantly associated with first parenthood.,The authors explicitly state their expectation regarding the relationship between man's income and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
342,We argue that women who have an income have much lower first births rate than non-working women.,The authors provide an explanation for their expectation regarding the relationship between woman's labour market status and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
343,"We interpret this result in line with the opportunity costs theory. Employed wives postpone motherhood, because an exit from the market could damage their skills and future labour market prospects.",The authors provide an explanation for their expectation regarding the relationship between woman's labour market status and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
344,We argue that among working women those with higher earnings encounter a slightly higher first birth risk than low income women.,The authors provide an explanation for their expectation regarding the relationship between woman's income and first birth risk.,I5TZGPHQ,Economic Resources And The First Child In Italy: A Focus On Income And Job Stability,llama3.1_8B,0.0,prompt-9,10445
345,"We expect to find that, if signs of recovery exist, they will be more evident among younger generations of women with higher levels of education living in northern Italy.",The authors explicitly state their expectation for the emergence of signs of fertility recovery.,IM57CGGT,Table Of Contents,llama3.1_8B,0.0,prompt-9,17294
346,"In other words, we assume that signals will emerge in contexts and social categories in which childcare services are more readily available, gender asymmetries are less evident, economic conditions are better, and modern and post-modern values are more diffused.",The authors explicitly state their assumption about the emergence of signs of fertility recovery.,IM57CGGT,Table Of Contents,llama3.1_8B,0.0,prompt-9,17294
347,"We may thus be observing the timid beginnings of a reversal in fertility decline due in large part to fertility recovery by women over 30 years of age, especially among members of the youngest generations who hold university degrees.",The authors explicitly state their hypothesis about the reversal of fertility decline.,IM57CGGT,Table Of Contents,llama3.1_8B,0.0,prompt-9,17294
348,"It is likely that ever more women among the youngest generations who hold university degrees will postpone forming a family in order to invest in their personal development and professional careers. For these women, however, the possibility that they will later recover fertility in their late thirties seems to increase.",The authors explicitly state their hypothesis about the behavior of women with university degrees.,IM57CGGT,Table Of Contents,llama3.1_8B,0.0,prompt-9,17294
